username,rating,date,id,consolidated_feedback,subjectivity,polarity,score
Anonymous Employee,5,2023-05-31T00:00:00.000Z,76956944,Good Career Company  Good pay and benefits. Endless room for growth.  Not much based on personal experience.,0.49000000000000005,0.23499999999999996,positive
Account mamager in Hyder?b?d,4,2023-05-31T00:00:00.000Z,76951833,Good  Best company in india with great support  We can learn lot of things Advice to Management:Good in making projects and managing them,0.55,0.8333333333333334,positive
"Superintendent in Des Moines, IA",3,2023-05-28T00:00:00.000Z,76858787,Long hours  Decent pay and good benefits  Long hours and work environment is from the 1960s,0.5166666666666667,0.19166666666666665,positive
"Customer Service Representative (CSR) in Decatur, IL",4,2023-05-23T00:00:00.000Z,76708692,CSR  Nice 401 match and benefits  Slow upperward mobility and small annual adjustments - do not keep up with the inflation rate.,0.6,0.016666666666666646,positive
"Inside Sales Coordinator in Fargo, ND",4,2023-05-22T00:00:00.000Z,76678164,Solid job  Flexibility Chance for movement in position  Large company can get lost in the data.,0.2642857142857143,0.10714285714285714,positive
"Regulatory Affairs Associate in Yeovil, England",5,2023-06-22T00:00:00.000Z,77621599,Regulatory  Good company to learn. Good people . Very dynamic company  Big company that means lack of procedures or KPIs,0.37916666666666676,0.35,positive
"Business Intelligence Specialist in Pozna?, Greater Poland",4,2023-06-07T00:00:00.000Z,77149674,Review  Positive Work Environment and work culture  Less benefits Old systems and tools for work,0.2707070707070707,0.05353535353535354,positive
Internship,5,2023-06-04T00:00:00.000Z,77051605,"ADM Internship Review  A company that truly cares for its employees and promotes a positive working environment with support from all team members across different departments.  Truly no cons, it was a great experience to work there.",0.6318181818181818,0.34242424242424246,positive
"Anonymous Employee in Sheikh, Punjab",3,2023-06-02T00:00:00.000Z,77031601,"Best wishes and best of luck for coming challenges..  I am quite satisfied with my current job but now I am looking for a more productive role so I can be able to grow in a terms of future and skills..  To work in an environment where an opportunity of self-assessment and improvement in both individual & group based jobs that frequently face various critical challenges, which enable me to give positive contribution to the organization Advice to Management:I think all your good management I appreciate you all",0.4919580419580419,0.34825174825174826,positive
"Utility Worker in Enderlin, ND",5,2023-05-31T00:00:00.000Z,76966639,good job  great people to work with  swing shift is pretty hard to get used to,0.7229166666666667,0.3645833333333333,positive
Working Student in Hamburg,4,2023-05-30T00:00:00.000Z,76916485,Good  Good environment to work with interesting tasks  Permanent employment not guaranteed. No Bonus,0.5666666666666668,0.6333333333333333,positive
CRS Agent,3,2023-05-22T00:00:00.000Z,76681343,Job is hybird  Good hours and flexibility weekly  Pension plan was take. Away and health benefits are costly,0.6000000000000001,0.7,positive
"HR Specialist in Chicago, IL",5,2023-05-22T00:00:00.000Z,76674560,Salary  Share some reasons why you work here.  Share some downsides of working here.,0.0,0.0,neutral
Werstudent in Hamburg,5,2023-05-18T00:00:00.000Z,76554632,A great job for a student  1-Flexible hours 2-Great work environment  1-Nearly Average Salary 2-Wide tasks,0.575,0.325,positive
Digital Marketing Intern in Ho Chi Minh City,5,2023-07-18T00:00:00.000Z,78367884,Great environment and mentorship  My boss is nice and supportive in teaching me the technical knowledge  Sometimes I have to work at weird time,0.77,0.27999999999999997,positive
"Manager in Decatur, IL",5,2023-07-17T00:00:00.000Z,78323581,Good Company  Nice People - like the team I work with.  Outdated HR system. Doesn't do a good job of planning.,0.7083333333333334,0.3999999999999999,positive
"Manager in Chicago, IL",5,2023-07-15T00:00:00.000Z,78277010,Wonderful Place to Work  The best corporate culture Ive ever been a part of. Super smart people who are all so inspiring to work with. Pay is great and a bonus.  Always a lot of work to do so you have to learn how to prioritize and delegate.,0.6227891156462585,0.5496598639455783,positive
Trader Jr. in Santiago,2,2023-07-13T00:00:00.000Z,78221804,I didn't like to work here  The salary was to low for all the people I had to keep up with.  Very very very mean people.,0.596875,-0.203125,negative
"Grain Elevator Operator in North Battleford, SK",2,2023-07-11T00:00:00.000Z,78166876,ADM  Okay hours and pretty good salary  Can be very slow at times,0.655,0.26499999999999996,positive
Werkstudnet in Hamburg,5,2023-07-05T00:00:00.000Z,77968846,Werkstudent  Team work Great Environment Organized  Average Payment High load of work,0.5633333333333334,0.27,positive
Project Manager in Amsterdam,2,2023-07-01T00:00:00.000Z,77882061,"Negative outlook  Lots of competent colleagues, good office.  Top European managers were fired for not believing in questionable projects, which were forced regardless, like plant based. Now that the market isn't there, more heads are falling. Company lost a lot of key knowledge and it's in constant chaos. Very negative outlook. Join at your own risk.",0.56,0.10916666666666665,positive
"Talent Acquisition Specialist in Decatur, IL",5,2023-06-30T00:00:00.000Z,77859185,"The culture and employees of ADM makes it a great place to work.  Benefits, culture, co-workers, pay, growth opportunities  Large company, many locations, rural areas,",0.41964285714285715,0.37857142857142856,positive
"Lab Technician in Erlanger, KY",4,2023-06-29T00:00:00.000Z,77843939,Lab technician  Great mentorship and opportunity to take on different projects  Fast paced and slow onboarding Advice to Management:Improve onboarding process,0.5875,0.175,positive
Senior Maintenance Supervisor,5,2023-06-29T00:00:00.000Z,77819729,"Good place to learn and work  Good benefits, and mobility to move up and train  lack of communication, turn over is high right now",0.5689285714285715,0.4614285714285714,positive
Material Handler,5,2023-06-28T00:00:00.000Z,77806848,"Pelletizer operator and forklift driver  Grinding, mixing, and shipping. Great foods across the United States.  Increase in volume to give more food and provide more for more people Advice to Management:Incorporate one on one training to ensure each person has accurate capability to produce and continue a great job",0.6055555555555555,0.5833333333333334,positive
"Network Analyst in Chicago, IL",4,2023-06-09T00:00:00.000Z,77239924,Workplace  Company that continues to make good changes to keep up with market growth  None that I can think of,0.6000000000000001,0.7,positive
"Production Operator in Hutchinson, KS",5,2023-06-02T00:00:00.000Z,77033617,Great place to work  Good environment to be in good pay  Long hours but it is worth it Advice to Management:Better communication,0.49000000000000005,0.49000000000000005,positive
"Beverage Scientist in Erlanger, KY",5,2023-05-30T00:00:00.000Z,76922227,"Great company  Nice people, great environment, good benefits, R&D rarely works extra hours.  It might take several years to get promoted. The company doesnt allow people in R&D to work from home, theres no flexibility.",0.5857142857142856,0.4571428571428572,positive
"Machine Operator in Indianapolis, IN",1,2023-05-16T00:00:00.000Z,76488472,Sucks  None at all to be found.  Crappy place with crappy work and hours,0.3,-0.3,negative
"Trading in Dublin, Dublin",5,2023-04-29T00:00:00.000Z,75954211,Great Company  Great people and company culture  Nothing much to speak of Advice to Management:Keep supporting and investing in staff,0.4875,0.5125,positive
Applications Technologist in Sydney,4,2023-04-26T00:00:00.000Z,75879900,"Great work culture  The work culture at ADM is fantastic. Everyone is professional and supportive, not just the people in your office, but most people I spoke to that work for ADM around the world. Learning is encouraged and supported. Nice perks of being able to experience so many new products coming to market.  The Sydney office is small, so it can be difficult to move or progress in career without moving to another country. They are also happy to underpay you, so make sure you have done your research before starting the interview process. Advice to Management:Further prioritise workers requests when asking how you can better service them.",0.647895622895623,0.3390909090909091,positive
Anonymous Employee,5,2023-04-23T00:00:00.000Z,75750652,Adm india  Good work culture where safety is the priority.  No cons as such in the organisation,0.55,0.35,positive
Manager in Rolle,4,2023-04-21T00:00:00.000Z,75711852,"Decent benefits, but no transparency inside the company  Decent benefits and OK work life balance (depends on role)  No transparency on salary and roles, very high level of politics, no meritocracy. Advice to Management:Be more meritocratic in who you promote/advance in career, be clearer and more transparent, manage better your HR department.",0.5764761904761906,0.363047619047619,positive
"Maintenance Manager in Kansas City, KS",2,2023-03-29T00:00:00.000Z,74996776,ADM Pet treat packaging  Good people to work with.  Overbearing safety regulations with no concern for situational variance. Advice to Management:Be more personable and actually pay attention to what is happening on the production floor.,0.4000000000000001,0.39999999999999997,positive
